IV-API-01	KEEP	Capture-job data contract: one row per in-stock non-core part per location per day; a failure silently corrupts all history.			SENSIBLE	Honest hedge: precondition 3 names the dev-arranged inspection route rather than inventing an endpoint.	Y	TECHNICAL	Needs backend/DB access; correctly placed in an API-titled section (Rule 4).
IV-API-02	KEEP	The load-bearing equivalence contract: a recorded day equals what the live report showed that day.			SENSIBLE	Coherent multi-day sequence; scope and valuation reuse is stated.	Y	TECHNICAL	Needs backend/DB access plus a two-day window; API section.
IV-API-03	WEAK-KEEP	Re-run idempotency is real but only observable with DB access and a dev-triggered re-run - low value for manual QA.			SENSIBLE	Steps are executable given the stated dev arrangement.	Y	TECHNICAL	Needs dev to re-run the job; API section.
IV-API-04	MERGE	Same sitting, same access, same artefact as IV-API-03 (re-run the capture, inspect the rows); expected 1 also duplicates IV-DATE-08 on screen.	MG-IV-SNAPSHOT-RERUN	IV-API-03 (C30607)	SENSIBLE	Internally coherent.	Y	TECHNICAL	Needs backend/DB access; API section.
IV-API-05	WEAK-KEEP	Retention/pruning is real but unverifiable without dev-aged history, and the 13-month band is owner-decided per the case's own note.			SENSIBLE	Precondition 1 hedges the seeding honestly.	Y	TECHNICAL	Needs dev-seeded aged history; API section.
IV-API-06	KEEP	As-of resolution across the thinned-retention boundary - a distinct edge of the closest-recorded-day contract, not covered by IV-DATE-04.			SENSIBLE	Steps executable once aged history exists.	Y	TECHNICAL	Needs dev-seeded aged history; API section.
IV-CALC-01	KEEP	Calculation contract, step 1 of the sell-price fallback chain; a failure is a customer-facing valuation bug.			SENSIBLE	Clear comparison, concrete pass criterion.	Y	OK	
IV-CALC-02	KEEP	Calculation contract, step 2 of the fallback chain (category matrix markup).			SENSIBLE	Clear.	Y	OK	
IV-CALC-03	KEEP	Calculation contract, step 3 of the fallback chain (the cost floor) - the branch that protects against a null-markup crash.			FIX-WORDING	Precondition 2 asks for a part with "NO category" but the build cannot save one (POST /api/inventory/parts/create requires category_id; 0 of 5,657 rows blank). IV-COL-05 already carries the plain tester note for exactly this; this case does not. Add the same note.	Y	OK	Reachable as written only if the product ever allows a category-less part.
IV-CALC-04	KEEP	Calculation contract: Total Sell/Total Cost = qty x unit.			SENSIBLE	Recomputable by hand; concrete.	Y	OK	
IV-CALC-05	KEEP	Calculation contract: extended (not per-unit) margin, and step 3 explicitly guards the per-unit confusion.			SENSIBLE	Both halves recomputable.	Y	OK	
IV-CALC-06	KEEP	Calculation contract plus the undefined-percentage branch.			SENSIBLE	Worked example given ("39.7%"); the em-dash branch is hedged "if one exists".	Y	OK	
IV-COL-01	KEEP	Column order and alignment contract for the whole grid.			FIX-WORDING	Expected 4 states Location appears "when it is turned on" in the column-selection control, but the live build was observed to place Location automatically by scope; the mechanism half of the sentence needs aligning to the observation. The closed list itself is fine - it is scope-conditioned and version-pinned (Rule 42 satisfied).	Y	OK	
IV-COL-02	KEEP	Number/currency formatting contract including the negative and genuine-zero branches.			FIX-WORDING	Title and expected 1 say "Qty" which matches the build, but the spec term "Qty on Hand" is still used in the refs anchor; the live header is "Qty". Reword nothing tester-facing; the deviation is the spec's, not the case's - state that in the notes.	Y	OK	
IV-COL-03	KEEP	Pinned/bold headline-column contract; a failure loses the report's headline number on scroll.			SENSIBLE	Executable in two steps.	Y	OK	
IV-COL-04	KEEP	First-visit default column set - the contract the build was observed to break (all 12 columns render).			FIX-WORDING	Expected 4 has the same "when it is turned on" mechanism problem as IV-COL-01 against the observed automatic-by-scope behaviour.	Y	OK	
IV-COL-05	KEEP	Empty-value rendering contract for two independent lookups (category, vendor).			SENSIBLE	Expected 4 already carries the plain tester note that the category half is not producible on this build - the honest pattern.	Y	OK	
IV-DATE-01	KEEP	The preset list plus the deliberate absence of All Time - the build was observed to offer a different list, so this case earns its place.			FIX-WORDING	Expected 1 closes the preset list with no version-pinned anchor in refs (refs is "SV-8672 (specs/inventory-value.md Story 5 S5-R1...)" - an unversioned path). Rule 42/F7: pin the spec version or write it scope-conditionally.	Y	OK	
IV-DATE-02	KEEP	The as-of anchor semantics - the single most important behaviour of this report, and the build is one day off.			SENSIBLE	Clear and executable.	Y	OK	
IV-DATE-03	KEEP	The live-fallback branch for today.			SENSIBLE	Preconditions state the normal daytime state honestly.	Y	OK	
IV-DATE-04	KEEP	The closest-recorded-day-on-or-before contract; the observed off-by-one makes this load-bearing.			FIX-WORDING	Step 1 says "Select a Custom range" but the build has no Custom item - the range is made on an inline calendar (IV-DATE-06 already says so). Align the step wording.	Y	OK	
IV-DATE-05	KEEP	Two-branch contract for the As of indicator (shown on fallback, hidden when it matches).			SENSIBLE	Both branches drivable; the wording is hedged as VIU-confirm.	Y	OK	
IV-DATE-06	KEEP	Custom-range picking plus the future-date cap.			SENSIBLE	Step 1 already corrects itself in-line ("there is no separate Custom item to choose") - a cold tester can follow it.	Y	OK	
IV-DATE-08	KEEP	The forward-only history boundary, explicitly marked do-not-file.			SENSIBLE	Two steps, clear pass.	Y	OK	
IV-DATE-09	KEEP	History-integrity contract: recorded rows survive a category/vendor rename or delete. A failure corrupts past reporting.			SENSIBLE	Executable once history is more than a day or two deep.	Y	OK	Needs a recorded day older than the rename; not seedable today.
IV-EXP-01	KEEP	The export entry point and its two verbatim labels.			SENSIBLE	Three steps, verbatim labels.	Y	OK	
IV-EXP-02	KEEP	The export-reflects-filters contract - the one export contract worth a case - plus the Totals row and the Locations line.			SENSIBLE	Expected 5 carries the plain tester note; the Locations-line placement is hedged as build-confirmed.	Y	OK	
IV-EXP-03	KEEP	Export number-format contract; the build was observed to refute the CSV plain-number half.			SENSIBLE	Steps name the tool (a plain-text editor) so the check is concrete.	Y	OK	
IV-EXP-04	KEEP	PDF header contract (four elements) plus the CSV-never-has-a-logo negative.			SENSIBLE	Expected 4 pre-empts the PDF/CSV phrasing difference for the tester.	Y	OK	
IV-EXP-05	KEEP	Verbatim file names - closed list that IS the requirement, and the notes say so citing S10-R10 and the spec version.			SENSIBLE	Rule 42 satisfied: the closed list is the requirement and is version-pinned in refs.	Y	OK	
