SBC-CALC-02	KEEP	Margin % formula, the undefined branch, monochrome rendering, and that all three row levels use the same rule.			SENSIBLE	Step 1 has the tester recompute one by hand.	Y	OK	
SBC-CALC-03	KEEP	Inv. Hrs verbatim heading, the signed formula, and the three colour states - a money-adjacent display contract.			SENSIBLE	Three seeded situations named in the precondition.	Y	OK	Needs clocked time seeded; on this org every row reads 0.0 so the arithmetic is unexercisable.
SBC-CALC-04	WEAK-KEEP	The never-blank edge cases are real but overlap SBC-CALC-03 (C30151) expected 5 (zero shows 0.0 in the default colour); it adds only the no-labor row and the rounds-to-zero case.			SENSIBLE	Two steps, second one hedged on seedability.	Y	OK	
SBC-CALC-05	KEEP	Hierarchical roll-up integrity (invoice to asset to customer) across every financial column - a load-bearing aggregation contract.			SENSIBLE	Hand-summing is prescribed explicitly.	Y	OK	
SBC-CALC-06	WEAK-KEEP	Subtotal rightmost, pinned and bold - largely presentation, though losing the headline column on scroll would matter.			FIX-WORDING	Expected 4 ("This holds regardless of permission, data, filters, or sort") is an unbounded universal a tester cannot exhaust (F6). Either name the two or three variations to try, or drop it and let the other cases carry it.	Y	OK	
SBC-CALC-07	KEEP	Totals cover the whole filtered set and do not drift as you page - the on-screen half of the totals contract.			SENSIBLE	Three steps.	Y	OK	
SBC-COL-01	KEEP	Column selector as its own control, its verbatim tooltip, the closed nine-toggle list, and the default-all-on state.			SENSIBLE	Closed list version-pinned to SBC v13 S13-R4, and expected 5 pre-empts the Location confusion for the tester - Rule 42 satisfied.	Y	OK	
SBC-COL-02	KEEP	Toggling hides header and cells together, the three never-listed columns, and the all-off boundary.			SENSIBLE	Three steps including the boundary.	Y	OK	
SBC-CUST-01	WEAK-KEEP	Filter position, search affordance and the before-typing state; mostly presentation.			SENSIBLE	Three steps.	Y	OK	
SBC-CUST-02	KEEP	Contains-not-starts-with matching, case-insensitivity, filter scoping and the selected checkmark.			SENSIBLE	Step 1 prescribes a mid-name fragment in the wrong case, which is what makes it a real test.	Y	OK	
SBC-CUST-03	KEEP	The pinned control's two states and the full post-clear state (message, zero totals, "None" label).			SENSIBLE	Three steps covering both directions of the toggle.	Y	OK	
SBC-CUST-04	KEEP	All-customers as an explicit state that automatically picks up newly-qualifying customers - a real and subtle contract.			SENSIBLE	Step 4 drives the auto-inclusion half.	Y	OK	
SBC-CUST-05	WEAK-KEEP	Collapsed-label wording across three selection states plus the typing state; a label contract, low value.			SENSIBLE	Four steps.	Y	OK	
SBC-CUST-06	WEAK-KEEP	That the selection actually narrows the table and refreshes the totals; largely implied by SBC-CUST-02 and SBC-CALC-07.			SENSIBLE	Three steps.	Y	OK	
SBC-CUST-09	KEEP	Selection reconciliation across a filter change with three deliberately different customers - genuinely subtle and a real bug magnet.			SENSIBLE	The A/B/C setup makes all three outcomes checkable in one pass.	Y	OK	
SBC-DATE-01	KEEP	The date preset list; the build offers a different set, so the case is load-bearing right now.			SENSIBLE	Closed list version-pinned to SBC v13 S2-R2 and the spec closes it itself - Rule 42 satisfied. NOTE: the VIU pass recommended trimming this case to the nine observed presets; that would align the case to the build against the CURRENT spec and must not be done without Chris Ward ratifying (Rule 33).	Y	OK	
SBC-DATE-03	KEEP	Custom-range picking plus the 366-day span guard.			CONTRADICTION	Intra-case: step 1 says "A month calendar is shown inside it, which is how a custom start and end date are picked on this build", while expected 1 says "Choosing \"Custom\" opens a date-picker dialog for a start and end date". Group CG-SBC-CUSTOM-RANGE. Winner: our live observation - there is no Custom item. Repair: restate expected 1 as the inline-calendar behaviour and record the missing Custom option as the deviation, instead of asserting both.	Y	OK	
SBC-DATE-04	KEEP	Shareable-link state - a distinct persistence surface from the saved view, and currently absent from the build.			SENSIBLE	Step 3 uses a fresh profile, which is what separates the link from the saved view.	Y	OK	
SBC-EMPTY-01	KEEP	Empty state placement, toolbar remaining usable, chevron hidden, and the selection surviving - four distinct assertions about one state.			SENSIBLE	Five steps covering all three causes.	Y	OK	
SBC-EMPTY-02	MERGE	A thin negative entirely dependent on SBC-EMPTY-01's message existing; a tester runs both in one sitting on one screen.	MG-SBC-EMPTY-LOADING	SBC-EMPTY-01 (C30181)	SENSIBLE	Readable; it dies on packaging.	Y	TOOL	Needs network throttling to observe the loading window.
SBC-EMPTY-04	KEEP	Data-fetch failure toast with its verbatim text and its fade behaviour.			SENSIBLE	Two steps.	Y	TOOL	Needs the browser offline mode (devtools) to force the failure.
SBC-EXP-01	KEEP	Closed four-item export menu, its verbatim labels and order, and the PO-ruled absence of Print.			SENSIBLE	Closed list version-pinned to SBC v13 S14-R1/R2 + S15-R1/R2 - Rule 42 satisfied.	Y	OK	
SBC-EXP-02	KEEP	File-name contract including the Summary/Expanded variant and the full range-token map.			SENSIBLE	Five steps across both formats and several ranges.	Y	OK	
SBC-EXP-03	KEEP	Expanded CSV column order, the per-level blank-cell rules, the "Parts Sales" asset row and the Locations line - a dense but genuinely distinct file contract.			SENSIBLE	Scope-conditioned for the Location column and version-pinned - Rule 42 satisfied.	Y	OK	
SBC-EXP-04	KEEP	CSV number, date and currency formatting - the build fails three of the four, so this case is doing real work.			SENSIBLE	Two steps, read in a text editor.	Y	OK	
SBC-EXP-05	KEEP	Export-reflects-filters-and-sort across both formats.			SENSIBLE	A deliberately specific filter mix is prescribed.	Y	OK	
SBC-EXP-06	KEEP	Per-item loading isolation plus the two format-specific failure toasts.			SENSIBLE	Steps drive all four menu items.	Y	TOOL	Needs the browser offline mode to force the failures.
SBC-EXP-08	WEAK-KEEP	PDF page setup and footer; presentation only.			SENSIBLE	Expected 1 already tells the tester that uniform margins pass and the 25px figure is inspector-only - a good earlier repair.	Y	OK	
SBC-EXP-10	WEAK-KEEP	Logo embedding and the fallback chain; presentation, though the embedded-not-network-loaded point is a real robustness assertion.			SENSIBLE	Three steps; the note admits the no-logo-at-all state may be unreachable.	Y	OK	
SBC-EXP-09	KEEP	PDF header contract: title, organisation, date range in its own format, the Product Type filter summary and the Locations line.			SENSIBLE	Two steps; the deliberate header-vs-body date-format difference is marked do-not-file. The 2026-08-03 fix added the precise governing anchor S15-R14 so a change to it re-surfaces this case.	Y	OK	LEDGER FLAG: the VIU recorded PASS while noting "the date-range end is off by one day" in its own observation. An off-by-one date in the PDF header is a DEVIATION against expected 3, not a pass.
