IV-SORT-03	KEEP	Sort-by-value vs sort-as-text contract - the classic "1,100 sorts below 900" bug.			SENSIBLE	Concrete worked comparison ($900 vs $1,100).	Y	OK	
IV-SORT-04	MERGE	Expected 1 (totals row does not reorder / stays at the bottom) is the same one-screen check as IV-TOT-01 expected 4; expected 2 (sort remembered) is IV-PERS-03's.	MG-IV-TOTALS-POSITION	IV-TOT-01 (C30556)	SENSIBLE	Readable; it dies on packaging.	Y	OK	
IV-TOT-01	KEEP	Totals-row anatomy: label, deliberately blank cells, pinned bold Total Cost, sticky on scroll.			CONTRADICTION	Intra-case: expected 1 requires the label "Totals" while the case's own note says "On screen the label is \"Total\" (S4-R1) while the DOWNLOADED totals row is labeled \"Totals\"". Group CG-IV-TOTALS-LABEL. The build shows "Totals". Resolution: assert the spec value S4-R1 ("Total") in the expected so the observed "Totals" reads as the deviation it is, or get Chris to ratify "Totals" - currently the case cannot fail a build that breaks S4-R1.	Y	OK	
IV-TOT-02	KEEP	Full-filtered-set server totals with a hand-summed cross-check - a money contract.			SENSIBLE	Step 3 gives the tester a hand-checkable subset.	Y	OK	
IV-TOT-03	KEEP	Recomputed-from-totals vs average-of-rows - a real and common aggregation bug.			SENSIBLE	Step 3 explicitly makes the tester compute the wrong answer too, so the distinction is unmissable.	Y	OK	
IV-VIS-01	WEAK-KEEP	Pure styling (white cells, no zebra striping); a failure is cosmetic only.			SENSIBLE	Three observation steps.	Y	OK	
IV-VIS-02	WEAK-KEEP	Toolbar control ordering - cosmetic, though it did catch a real ordering difference in the build.			SENSIBLE	Two reading steps.	Y	OK	
IV-VIS-04	WEAK-KEEP	Truncation and hover-reveal; cosmetic, and the Part #-never-truncates half is the only part with data consequence.			SENSIBLE	Step 1 tells the tester how to force the overflow.	Y	OK	
IV-VIS-05	WEAK-KEEP	Dark-mode legibility; cosmetic and subjective.			FIX-WORDING	Expected 2 "all use dark-mode-legible colors" has no pass criterion a tester can apply (F6). Name the concrete check instead - e.g. the em-dash glyph is visible against the dark cell background and the toolbar text is readable.	Y	OK	
IV-VIS-06	WEAK-KEEP	Accessibility sort-state exposure; real but low-value for a manual pass.			SENSIBLE	Precondition 2 names the tool needed.	Y	TOOL	Needs a screen reader or the browser accessibility inspector, and the case sits in a non-API section - acceptable for an Accessibility-typed case but not layman-runnable.
