PV-CALC-16	KEEP	The two window anchors (movement event date vs work-order date) legitimately diverge - a definitional contract that prevents a whole class of false bug reports.			SENSIBLE	W1/W2 comparison is executable; step 3 drives the one-day floor.	Y	OK	Heavy seeding (backdated work-order end date).
PV-COL-01	KEEP	Column-picker completeness plus the negative that the internal on-hand cost is never selectable.			FIX-WORDING	Expected 1 closes a 20-item list ("lists all 20 available columns ... Type, Part #, ...") but refs cites the unversioned path "specs/parts-velocity.md S4-R1". Rule 42/F7: pin the spec version (PV v4 2026-07-29) so a future column addition re-checks this case.	Y	OK	
PV-COL-02	KEEP	First-visit default column set and the six hidden ones.			SENSIBLE	Scope-conditioned ("With a single location in scope") and version-pinned in refs - Rule 42 satisfied - and expected 3 pre-empts the Location column for the tester.	Y	OK	
PV-COL-03	KEEP	Canonical-order restoration on re-enable plus the no-reload re-render.			SENSIBLE	Step 1 deliberately toggles in a non-canonical order, which is what makes the check meaningful.	Y	OK	
PV-COL-04	KEEP	Persistence applied BEFORE the first fetch (no flash-then-requery) and precedence over first-visit defaults.			SENSIBLE	Three steps, all observable.	Y	OK	
PV-COL-05	KEEP	Defensive restore of a stale saved view - and it caught a real build defect (blank date control, no request at all).			SENSIBLE	Precondition and note both name how to create the stale state.	Y	OK	Needs browser-storage editing for the malformed-range half; the note admits it.
PV-COL-06	WEAK-KEEP	Documented limitation (saved view is per browser, so a second user inherits it); accepted behaviour, low value, but privacy-adjacent so kept.			SENSIBLE	Two steps.	Y	OK	
PV-COL-08	KEEP	The all-columns-hidden edge plus the rule that an empty selection is never restored.			SENSIBLE	Three steps including the export while empty.	Y	OK	
PV-EXP-01	KEEP	Export menu position and its two verbatim labels in order.			SENSIBLE	Closed two-item list IS the requirement, version-pinned in refs and stated in the notes - Rule 42 satisfied.	Y	OK	
PV-EXP-02	KEEP	Export-reflects-filters contract plus the Locations line.			SENSIBLE	A distinctive filter mix is prescribed so the check cannot pass by accident.	Y	OK	
PV-EXP-03	KEEP	Export column set and canonical ordering, with the known build-delta flagged.			SENSIBLE	Step 1 hides two and enables one, which is the discriminating combination.	Y	OK	
PV-EXP-04	KEEP	Export honours the active sort including null placement - the screen-vs-export parity contract.			SENSIBLE	Three exports compared.	Y	OK	
PV-EXP-05	KEEP	PDF filename, page format, title, truncation rule and the logo fallback.			SENSIBLE	Expected 5 was already repaired to a checkable statement rather than "confirmed in the build".	Y	OK	
PV-EXP-06	KEEP	CSV filename plus the deliberate CSV-vs-PDF text and Last Sale differences.			SENSIBLE	Three steps.	Y	OK	
PV-EXP-07	KEEP	Em-dash rendering across all eight nullable fields in both files, plus the never-null columns.			FIX-WORDING	Expected 3 ("In the PDF, Last Sale renders as 'N days'") duplicates PV-EXP-06 (C30380) expected 3, which already contrasts the PDF wording with the CSV integer. Keep the assertion in one case only.	Y	OK	
PV-EXP-08	WEAK-KEEP	Export-only column alignment - cosmetic; kept because the deliberate screen-vs-export difference would otherwise be reported as a bug.			SENSIBLE	Expected 5 already scopes the alignment claims to the PDF.	Y	OK	
PV-EXP-10	KEEP	Verbatim success and failure toast strings including the deliberate casing mix.			SENSIBLE	Precondition 2 gives two concrete ways to force the failure.	Y	OK	
PV-EXP-11	KEEP	Over-cap refusal with its verbatim message - and it pinned the real 10,000-row cap live.			SENSIBLE	Four steps including the recovery.	Y	OK	
PV-EXP-12	KEEP	Only case covering the size-driven PDF renderer failure; distinct from PV-EXP-11 (the polite cap) and PV-EXP-10 (toast strings).			SENSIBLE	Correctly framed: expected 2 states the CORRECT behaviour and calls the observed failure a failure - the opposite framing to its sibling IV-EXP-10, which is why IV-EXP-10 needs repair.	Y	OK	
PV-FILT-01	KEEP	Type filter: position, single-select, closed option list, default, and the reload-per-selection behaviour.			SENSIBLE	Closed list version-pinned to PV v4 S2-R1 - Rule 42 satisfied.	Y	OK	
PV-FILT-03	KEEP	The date preset list and the deliberate absence of All Time; the build offers a different list, so this case is load-bearing now.			SENSIBLE	Closed list version-pinned to PV v4 S2-R2 and the notes say the closed list IS the requirement - Rule 42 satisfied.	Y	OK	
PV-FILT-04	KEEP	Custom-range validation plus the 366-day cap - a real server-side guard.			SENSIBLE	Four steps including both invalid shapes.	Y	OK	
PV-FILT-05	KEEP	Category and Vendor multi-select narrowing with a server reload each time.			SENSIBLE	Three steps.	Y	OK	
PV-FILT-06	KEEP	Search semantics plus the explicit negative that category and vendor names are NOT searched.			SENSIBLE	Step 1 distinguishes the report toolbar from the global search bar.	Y	OK	
PV-FILT-07	KEEP	AND-not-OR filter logic, proved by making the row disappear and come back.			SENSIBLE	The four-step appear/disappear/reappear sequence is the cleanest possible proof.	Y	OK	
PV-FILT-08	KEEP	Bin multi-select narrowing.			SENSIBLE	Two steps.	Y	OK	
PV-FILT-09	KEEP	Bin excludes special-order rows, and Bin plus Special Order is legitimately empty - prevents a false bug report.			SENSIBLE	Three steps.	Y	OK	
PV-FILT-10	KEEP	Location filter contract (position, default, accessible-only scope, cascade, per-row identification, scope indicator).			SENSIBLE	Seven assertions but each is separately observable; items 6 and 7 are honestly hedged as build-confirmed.	Y	OK	Needs a two-location user with activity at both.
PV-FILT-11	KEEP	Empty state with its verbatim message.			SENSIBLE	Version-pinned; the closed string IS the requirement.	Y	OK	
PV-FILT-12	KEEP	Three negatives: a part missing the filtered attribute drops out when that filter is on.			SENSIBLE	Step 1 establishes the baseline before each filter.	Y	OK	Needs seeded parts missing each attribute; on this org no part can have a null category.
