TU-SUM-02	KEEP	Summary totals over the VISIBLE technicians from unrounded hours, with the 0.01 eye-sum drift declared expected.			SENSIBLE	The 2026-07-28 repair corrected "a cent" to 0.01 - the values are hours.	Y	OK	
TU-SUM-03	KEEP	Weighted utilisation rather than an average of the row percentages - a classic and expensive aggregation bug.			SENSIBLE	The skewed 100%/0% seeding makes the two answers unmistakably different.	Y	OK	
TU-SUM-04	KEEP	Summary Est. Lost Labor sums only the rated contributions, understates deliberately, and shows an em-dash only when every visible row is one.			SENSIBLE	Two steps; expected 2 states the deliberate understatement.	Y	OK	Needs an unrated location.
TU-TECH-01	KEEP	Filter label, the all-selected first-visit default, and multi-select.			SENSIBLE	Three steps.	Y	OK	
TU-TECH-02	KEEP	Deselecting hides the row and recalculates the Summary with NO reload - the on-screen-only contract.			SENSIBLE	The 2026-08-03 repair is the model Rule-4 fix: devtools removed, the network claim left in TU-API-02, and expected 5 says plainly that no tools are needed.	Y	OK	
TU-TECH-03	KEEP	Select-all / Clear-all plus the deselected-set tracking model, which decides how a newly-appearing technician behaves - genuinely subtle.			SENSIBLE	Four steps that walk the whole state machine.	Y	OK	
TU-TECH-04	KEEP	The deselected set persists per browser and a newly-appearing technician is selected by default.			SENSIBLE	Three steps.	Y	OK	
TU-VIS-01	WEAK-KEEP	All-white table and toolbar control order; cosmetic, though the v5 toolbar reorder gives it delta value right now.			SENSIBLE	Three steps; expected 3 states where the expand-all control is NOT.	Y	OK	
TU-VIS-02	WEAK-KEEP	Dark-mode legibility across seven named elements; cosmetic.			SENSIBLE	The 2026-08-03 repair replaced "measure the contrast" with a by-eye check and named the owner - the right pattern.	Y	OK	
WIP-API-01	KEEP	One row per open job per calendar date, next-day accumulation, and idempotent re-run - the capture contract all WIP history rests on.			SENSIBLE	Four steps; the note admits the re-run rule comes from the engineering plan because the spec is silent.	Y	TECHNICAL	Needs backend/DB access; correctly in an API-titled section.
WIP-API-02	MERGE	The captured field set is read from the same rows in the same sitting as WIP-API-01, and carries no behaviour a tester can act on independently.	MG-WIP-SNAPSHOT-SHAPE	WIP-API-01 (C30528)	SENSIBLE	Two steps.	Y	TECHNICAL	Needs backend/DB access.
WIP-API-03	KEEP	Captured Earned and Remaining equal the on-screen figures to the cent - the equivalence contract that makes history trustworthy.			SENSIBLE	Three steps across a capture boundary.	Y	TECHNICAL	Needs backend/DB access.
WIP-API-04	KEEP	The capture uses the report's scope conditions, spans every location with no user filter, and excludes the closed and part-sale kinds.			SENSIBLE	Three steps.	Y	TECHNICAL	Needs backend/DB access.
WIP-API-05	MERGE	Cent precision is read in the same comparison as WIP-API-03 and adds no independent observable.	MG-WIP-SNAPSHOT-PRECISION	WIP-API-03 (C30530)	SENSIBLE	Two steps.	Y	TECHNICAL	Needs backend/DB access.
WIP-API-06	KEEP	A nothing-approved job is captured at $0.00 rather than skipped - the "row silently disappears from history" risk.			SENSIBLE	Two steps.	Y	TECHNICAL	Needs backend/DB access.
WIP-CALC-01	KEEP	Money formatting including the negative and genuine-zero branches.			SENSIBLE	Three steps.	Y	OK	
WIP-CALC-02	KEEP	Labor Earned as the clocked share of the quoted value WITH the per-line cap - the central money semantic of this report.			SENSIBLE	Two deliberately-shaped work orders, including an over-clocked one.	Y	OK	
WIP-CALC-03	KEEP	The Labor Earned + Labor Remaining = quoted identity.			SENSIBLE	Three steps with the addition done by hand.	Y	OK	
WIP-CALC-04	KEEP	Parts Earned counts only received quantity - the not-yet-received exclusion is the assertion.			SENSIBLE	Three steps.	Y	OK	
WIP-CALC-05	KEEP	Parts Remaining values outstanding quantity INCLUDING the core charge - an easy omission with real money consequences.			SENSIBLE	Three steps over two work orders.	Y	OK	
WIP-CALC-06	KEEP	The three composition identities plus the explicit statement that Total is NOT the work order's grand total - prevents a recurring false defect.			SENSIBLE	Five steps ending in a comparison against the work order itself.	Y	OK	
WIP-CALC-07	KEEP	Unapproved lines contribute nothing - proved by adding lines and showing the figures do not move.			SENSIBLE	Three steps with a before/after read.	Y	OK	
WIP-CALC-08	KEEP	Inv. Hrs signed formatting, colour direction, and the unsigned zero.			SENSIBLE	Three deliberately-shaped jobs.	Y	OK	
WIP-CALC-09	KEEP	Nothing-approved shows $0.00 in every money column AND the row still appears.			SENSIBLE	Two steps.	Y	OK	
WIP-CALC-10	KEEP	A running clock counts toward Labor Earned, still capped - an explicit regression guard against a known legacy defect that dropped open clock records.			SENSIBLE	Three steps; the note names the exact failure to catch.	Y	OK	
WIP-COL-01	KEEP	Fixed column order and alignment across seventeen columns.			CONTRADICTION	Precondition 4 says "Location is turned ON in the column-selection control (it is off by default)" while the case's own refs quote WIP v6 S4-R3: "The Location column is not offered in the column selector; its visibility is automatic". Group CG-WIP-LOCATION-COLUMN, shared with WIP-COL-02. Winner: S4-R3 (the current spec, and the model every other report's Location case follows). Repair: assert the automatic behaviour and record the selector-controlled build as the deviation.	Y	OK	
WIP-COL-02	KEEP	First-visit default column set and which columns are available-but-off.			CONTRADICTION	Expected 3 and 4 assert "Location IS offered in the column-selection control ... does NOT appear on its own ... That is what the build does today" - the exact opposite of WIP v6 S4-R3 cited in its own refs, and the opposite of the Location cases on all five other reports (IV-LOC-06, PV-FILT-14, SBC-LOC-04, SBR-LOC-05, TU-LOC-06). Group CG-WIP-LOCATION-COLUMN. Winner: S4-R3. The case as written CANNOT FAIL a build that breaks the current spec - it was aligned to the build instead, which inverts the Rule-33 precedence order.	Y	OK	
WIP-COL-03	KEEP	The WO # link opens in the same tab - a 2026-07-21 behaviour change, so a real regression target.			SENSIBLE	Three steps; the note names the previous new-tab behaviour.	Y	OK	
WIP-COL-04	KEEP	Status badge labels and the colour-is-never-the-sole-signal accessibility rule.			SENSIBLE	Closed five-label list version-pinned to WIP v6 S4-R6 - Rule 42 satisfied.	Y	OK	
WIP-COL-05	KEEP	The asset identifier chain Chris Ward ruled standard, plus the plain non-vehicle serial-number note.			SENSIBLE	Three steps; expected 3 honestly asks the tester to record the second-line rendering rather than asserting it.	Y	OK	
