SBR-BADGE-01	KEEP	Badge position, unconditional rendering on detail rows, the full six-state mapping, and the never-colour-alone accessibility rule.			CONTRADICTION	Expected 1 says "The Status column sits between the Customer column and the Inv. Hrs column", but SBR-EXP-04 (C30279) and SBR-COL-01 (C30265) both place the automatic Location column immediately AFTER Status (spec S21-R7, Chris Ward 2026-07-29) - so with more than one location in scope Status is NOT adjacent to Inv. Hrs. Group CG-SBR-STATUS-POSITION. Winner: S21-R7 (newest authoritative source). Repair: make expected 1 scope-conditional exactly as the sibling cases are. The VIU pass noticed the mismatch and rationalised it ("still true in the sense that Status precedes the metric block") rather than repairing it.	Y	OK	
SBR-BADGE-02	WEAK-KEEP	Badge colour tokens and their consistency with the invoice list; cosmetic.			SENSIBLE	Both modes compared against an existing app surface, which is a fair by-eye reference.	Y	OK	
SBR-CALC-01	KEEP	Inv. Hrs verbatim heading plus the billed-minus-worked formula and its rounding.			SENSIBLE	Two steps with a hand recalculation.	Y	OK	Needs clocked time; every value is 0.0 on this org.
SBR-CALC-02	KEEP	The three colour states plus the round-the-unrounded-sum rollup rule - a real aggregation contract.			SENSIBLE	Four steps including the tiny-delta edge.	Y	OK	
SBR-CALC-03	KEEP	The worked-but-unbilled negative must not be suppressed to zero - the single most useful assertion in this area.			SENSIBLE	Two rows, two reads.	Y	OK	
SBR-CALC-05	KEEP	Margin % formula, the undefined branch, and recomputation on every rollup rather than averaging children.			SENSIBLE	Step 1 makes the tester recompute the summary value.	Y	OK	
SBR-CALC-06	KEEP	Money labels and definitions, including that SBR's Subtotal deliberately excludes shop supplies unlike SBC.			SENSIBLE	Closed label list version-pinned to SBR v15 S5-R2 with Location excluded as a non-money column - Rule 42 satisfied.	Y	OK	
SBR-CALC-07	KEEP	Accounting parentheses on money columns only, with Inv. Hrs and Margin % explicitly excluded - a formatter contract that is easy to over-apply.			SENSIBLE	Step 2 provides the contrast cells.	Y	OK	No negative money value exists on this org.
SBR-CALC-08	KEEP	Half-up rounding and the deliberately-expected one-unit totals discrepancy - it prevents a false money-bug report.			SENSIBLE	The 2026-07-28 repair replaced an untypeable seeding hint with a workable one (sub-cent amounts from hours x rate).	Y	OK	
SBR-CALC-09	KEEP	A clock edit after invoicing moves the worked-hours side while the billed sell values stay put - high-value integrity, and it guards SBC too.			SENSIBLE	Three steps with a before/after read.	Y	OK	Needs rights to edit clock records.
SBR-COL-01	KEEP	Seven toggles, five always-on columns, the all-hidden boundary, and the Location carve-out.			SENSIBLE	Closed lists version-pinned to SBR v15 S20-R2/R3 and expected 5 pre-empts the Location confusion - Rule 42 satisfied.	Y	OK	
SBR-COL-03	WEAK-KEEP	That a toggle applies to summary, detail and totals rows at once; largely implied by SBR-COL-01.			SENSIBLE	Two steps.	Y	OK	
SBR-COL-04	KEEP	Column visibility never affects the exports - a genuinely easy contract to break and a real customer-facing surprise if it does.			SENSIBLE	Two steps across all four files.	Y	OK	
SBR-COL-05	WEAK-KEEP	Hiding the active sort column keeps the sort; a narrow edge, though a plausible crash site.			SENSIBLE	Two steps.	Y	OK	
SBR-DATE-01	KEEP	The preset list; the build offers a different set so the case is load-bearing.			SENSIBLE	The note honestly flags that SBR's spec list omits "Last Week" where SBC's includes it - an intra-suite spec inconsistency, stated rather than silently reconciled.	Y	OK	
SBR-DATE-02	KEEP	Custom-range picking plus the 366-day span cap.			SENSIBLE	Step 1 already describes the inline calendar.	Y	OK	
SBR-DATE-04	KEEP	Inclusive range endpoints against the invoice's own date, and the range reflected in both PDFs.			SENSIBLE	Three steps; the on-the-boundary invoices are the point.	Y	OK	
SBR-DEACT-02	KEEP	The destructive-action confirmation dialog: pre-commit, counted and pluralized headline, reassurance line, focus trap.			SENSIBLE	Three steps across two differently-shaped reps.	Y	OK	Blocked by the invoices/create HTTP 500 defect, not an external dependency.
SBR-DEACT-03	KEEP	The type-YES gate including whitespace and case tolerance and the disabled-button tooltip - a real guard against accidental deactivation.			SENSIBLE	Step 3 walks four separate inputs.	Y	OK	Blocked by the invoices/create HTTP 500 defect.
SBR-DEACT-04	WEAK-KEEP	Dismissal controls; largely house-rule behaviour, and expected 1's "red outline" is cosmetic. Kept because the PO ruled the Esc behaviour explicitly.			SENSIBLE	Five steps, each with a status check.	Y	OK	Blocked by the invoices/create HTTP 500 defect.
SBR-DEACT-05	KEEP	In-flight lock plus the assignments-are-never-modified guarantee - the data-integrity heart of this flow.			SENSIBLE	Two steps; the note says to reactivate afterwards.	Y	OK	Blocked by the invoices/create HTTP 500 defect.
SBR-DEACT-06	KEEP	Post-deactivation state across three surfaces, and the two independent flags that drive different indicators.			SENSIBLE	Three steps.	Y	OK	Blocked by the invoices/create HTTP 500 defect.
SBR-DEACT-07	KEEP	The four no-dialog branches - without this case the guard could fire on every toggle and nobody would notice.			SENSIBLE	Three steps over three deliberately-shaped staff members.	Y	OK	Blocked by the invoices/create HTTP 500 defect.
SBR-DEACT-08	KEEP	Failure toast with its verbatim shipped wording and the unchanged-status guarantee.			SENSIBLE	The known shipped typo is explicitly marked do-not-file.	Y	OK	Blocked by the invoices/create HTTP 500 defect.
SBR-DEACT-09	KEEP	Pre-check failure must still open the dialog - the never-silently-deactivate fallback, the highest-risk branch in the flow.			SENSIBLE	Two steps; the precondition says to mark Blocked with a reason if the failure is not forceable.	Y	OK	Blocked by the invoices/create HTTP 500 defect.
SBR-EXP-01	KEEP	Closed four-action export menu and its position.			SENSIBLE	Closed list version-pinned to SBR v15 S14-R1 - Rule 42 satisfied.	Y	OK	
SBR-EXP-02	KEEP	All four downloads honour every filter, the full result set regardless of expansion, the active order, the pinned Unassigned row, and the Locations line.			SENSIBLE	Precondition 4 deliberately leaves a rep collapsed, which is what makes expected 2 a real test.	Y	OK	
SBR-EXP-03	KEEP	Summary PDF anatomy plus the recomputed grand totals row - a money contract in the file.			SENSIBLE	Scope-conditioned for Location and honest that the position needs build confirmation.	Y	OK	
SBR-EXP-04	KEEP	Expanded PDF page-block-per-rep structure, per-rep totals, and the explicit absence of a grand totals row.			SENSIBLE	Four steps; expected 6 is a negative that would otherwise never be checked.	Y	OK	
SBR-EXP-05	WEAK-KEEP	An 18-character invoice-number truncation rule; narrow, cosmetic and unproducible on real data shaped S-15826.			SENSIBLE	The note tells the tester to record it as Blocked with a reason rather than infer.	Y	OK	
