PV-FILT-13	KEEP	PO-ruled hidden Location filter for a one-location user; the build refutes it, so the case is live-value right now.			SENSIBLE	Two sign-ins, one observation each.	Y	OK	Needs a one-location user; the note gives the seeding pattern.
PV-FILT-14	KEEP	Location column position, the "Multiple" merged-row value, picker exclusion, and the export surface of the same requirement (Rule 40).			FIX-WORDING	Expected 6 ("The Location filter control keeps the same width whichever label it shows") is cosmetic filler inside a load-bearing case - the same stray assertion as IV-LOC-06 expected 6. Split it out or drop it.	Y	OK	Needs the same part stocked at two locations plus a two-location special-order part.
PV-NAV-01	KEEP	The new Parts navigation group and the report's entry within it.			SENSIBLE	Expected 2 explicitly tells the tester not to fail on the order of the two entries.	Y	OK	
PV-NAV-02	KEEP	First-visit date default, automatic fetch, and the default Demand ranking.			SENSIBLE	Two steps on a cleared browser.	Y	OK	
PV-NAV-03	WEAK-KEEP	Loading indicator and the do-not-blank-out rule; largely cosmetic, but the replace-only-on-return half is a real UX contract.			SENSIBLE	Three steps.	Y	OK	
PV-PERM-01	KEEP	Permission allow side across both surfaces (open and export).			SENSIBLE	Expected 3 tells the tester what to do if the build disagrees.	Y	OK	
PV-PERM-02	KEEP	Section-level block: no Reports access means no entry at all.			SENSIBLE	Two steps.	Y	OK	
PV-PERM-03	KEEP	Rescoped to the surviving assertion - an extra per-area report permission is inert. Load-bearing under the one-permission ruling.			SENSIBLE	Expected 4 spells out both the failure condition and the planned-change caveat.	Y	OK	
PV-PREC-01	KEEP	Fractional-quantity round-trip - the report-side half of the SV-8589 QuickBooks corruption defect. High-value money integrity.			SENSIBLE	The sign-out/sign-in step is what makes it a storage proof rather than a display check.	Y	OK	
PV-PREC-02	KEEP	The QuickBooks half of the same money-integrity defect, end to end across two systems.			SENSIBLE	Step 1 makes the tester hand-compute the answer first.	Y	EXTERNAL	Needs a QuickBooks-connected company; correctly placed in a "PV - API" section (Rule 4).
PV-ROW-01	KEEP	Per-location inventory rows with never-summed stock figures.			SENSIBLE	Two steps.	Y	OK	Needs the same part stocked at two accessible locations.
PV-ROW-02	KEEP	Special-order rows are merged and summed, with inventory-only columns em-dashed.			SENSIBLE	Step 3 gives the per-location cross-check.	Y	OK	
PV-ROW-03	KEEP	Default Demand-descending ranking, the mixed-type single list, the tie order, and the header indicator.			SENSIBLE	Four steps.	Y	OK	
PV-ROW-04	KEEP	On-screen sort semantics: first click ascending, toggle, null placement by direction, every column sortable.			SENSIBLE	Four steps.	Y	OK	
